Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Discount,Profit
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,81.96,0.0,0.0
Second Class,Consumer,Mesa,Arizona,West,Office Supplies,Storage,272.736,0.2,-64.7748
Second Class,Consumer,Mesa,Arizona,West,Office Supplies,Paper,18.496,0.2,6.7048
Second Class,Consumer,Mesa,Arizona,West,Furniture,Chairs,441.92,0.2,49.716
Second Class,Consumer,Mesa,Arizona,West,Furniture,Bookcases,127.764,0.7,-191.646
Second Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,166.44,0.0,79.8912
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,13.38,0.0,6.1548
Standard Class,Consumer,Jacksonville,North Carolina,South,Technology,Accessories,24.0,0.2,-2.7
Standard Class,Corporate,Lakewood,Ohio,East,Office Supplies,Envelopes,24.448,0.2,8.8624
Standard Class,Home Office,Lake Forest,California,West,Office Supplies,Labels,6.16,0.0,2.9568
Standard Class,Home Office,Lake Forest,California,West,Furniture,Chairs,915.1360000000001,0.2,102.9528
Standard Class,Home Office,Lake Forest,California,West,Office Supplies,Paper,8.56,0.0,3.852
Standard Class,Home Office,Lake Forest,California,West,Office Supplies,Paper,97.82,0.0,45.9754
Standard Class,Corporate,Portland,Oregon,West,Office Supplies,Paper,31.104,0.2,11.2752
Standard Class,Corporate,Portland,Oregon,West,Office Supplies,Appliances,11.175999999999998,0.2,0.8382
Standard Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Labels,5.04,0.2,1.764
Second Class,Home Office,Aurora,Illinois,Central,Furniture,Furnishings,242.176,0.6,-302.72
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,337.176,0.4,-118.0116
Second Class,Consumer,Thornton,Colorado,West,Office Supplies,Art,13.344000000000001,0.2,1.0008
Second Class,Consumer,Thornton,Colorado,West,Technology,Accessories,76.752,0.2,10.5534
Second Class,Consumer,Thornton,Colorado,West,Technology,Accessories,102.336,0.2,14.0712
Second Class,Consumer,Thornton,Colorado,West,Office Supplies,Paper,10.32,0.2,3.741
Second Class,Consumer,Thornton,Colorado,West,Office Supplies,Supplies,47.32,0.2,5.915
Second Class,Consumer,Thornton,Colorado,West,Furniture,Furnishings,23.375999999999998,0.2,7.0128
Second Class,Consumer,Thornton,Colorado,West,Furniture,Furnishings,16.72,0.2,3.344
Second Class,Consumer,Thornton,Colorado,West,Furniture,Furnishings,16.192,0.2,4.6552
Standard Class,Consumer,Davis,California,West,Office Supplies,Paper,32.4,0.0,15.552
Standard Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,Art,19.89,0.0,5.3703
Standard Class,Consumer,Fayetteville,Arkansas,South,Technology,Accessories,399.98,0.0,171.9914
Standard Class,Consumer,Fayetteville,Arkansas,South,Furniture,Furnishings,343.85,0.0,137.54
Standard Class,Consumer,Fayetteville,Arkansas,South,Office Supplies,Paper,106.32,0.0,49.9704
Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,13.92,0.2,4.35
Standard Class,Home Office,Wheeling,West Virginia,East,Office Supplies,Binders,82.4,0.0,40.376
Standard Class,Home Office,Wheeling,West Virginia,East,Office Supplies,Binders,6.24,0.0,3.0576
Standard Class,Home Office,Wheeling,West Virginia,East,Office Supplies,Paper,447.84,0.0,219.4416
Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Appliances,272.048,0.2,30.6054
Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Binders,1614.582,0.7,-1237.8462
Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Fasteners,24.32,0.2,9.12
Standard Class,Consumer,Memphis,Tennessee,South,Technology,Accessories,1.584,0.2,0.4752
Standard Class,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,31.984,0.2,0.0
Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Envelopes,14.76,0.2,4.797
Standard Class,Consumer,Memphis,Tennessee,South,Furniture,Chairs,423.648,0.2,47.6604
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,76.64,0.2,26.824
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,4.4639999999999995,0.2,1.6740000000000002
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Binders,3.96,0.8,-6.93
First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,715.64,0.0,178.91
Standard Class,Consumer,Morgan Hill,California,West,Furniture,Tables,268.704,0.2,6.7176
Standard Class,Consumer,Morgan Hill,California,West,Office Supplies,Art,21.92,0.0,5.9184
Standard Class,Consumer,Morgan Hill,California,West,Office Supplies,Storage,48.72,0.0,7.308
Standard Class,Consumer,Morgan Hill,California,West,Furniture,Bookcases,205.666,0.15,-12.097999999999999
Second Class,Consumer,Saint Charles,Illinois,Central,Furniture,Furnishings,30.344,0.6,-31.8612
First Class,Consumer,Cleveland,Ohio,East,Office Supplies,Storage,25.695999999999998,0.2,1.9272
Standard Class,Home Office,New York City,New York,East,Technology,Machines,3404.5,0.0,1668.205
Standard Class,Home Office,New York City,New York,East,Technology,Accessories,101.34,0.0,8.1072
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Chairs,344.37199999999996,0.3,-93.4724
Second Class,Home Office,Garland,Texas,Central,Office Supplies,Art,30.384,0.2,3.798
Second Class,Home Office,San Diego,California,West,Office Supplies,Binders,22.848000000000003,0.2,7.4256
Standard Class,Home Office,Waterbury,Connecticut,East,Office Supplies,Storage,38.62,0.0,10.8136
Standard Class,Home Office,Waterbury,Connecticut,East,Technology,Accessories,59.98,0.0,10.7964
Standard Class,Consumer,Columbia,Maryland,East,Office Supplies,Binders,174.3,0.0,81.921
Standard Class,Home Office,Hollywood,Florida,South,Technology,Phones,383.96,0.2,38.396
Standard Class,Home Office,Hollywood,Florida,South,Office Supplies,Binders,15.57,0.7,-11.418
First Class,Consumer,Springfield,Virginia,South,Office Supplies,Binders,22.32,0.0,10.7136
First Class,Consumer,Springfield,Virginia,South,Office Supplies,Labels,103.6,0.0,51.8
Second Class,Corporate,New York City,New York,East,Technology,Accessories,2.97,0.0,1.3365
Second Class,Corporate,New York City,New York,East,Technology,Phones,569.99,0.0,170.997
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,50.97,0.0,9.1746
First Class,Home Office,Dallas,Texas,Central,Furniture,Tables,298.116,0.3,-4.2588
Second Class,Corporate,New York City,New York,East,Office Supplies,Art,59.52,0.0,17.855999999999998
Standard Class,Corporate,Portland,Oregon,West,Furniture,Chairs,230.28,0.2,23.028000000000002
Standard Class,Corporate,Portland,Oregon,West,Office Supplies,Paper,105.52,0.2,34.294000000000004
Standard Class,Corporate,Brentwood,California,West,Office Supplies,Envelopes,23.36,0.0,11.68
Standard Class,Corporate,Brentwood,California,West,Technology,Phones,71.976,0.2,8.997
Standard Class,Corporate,Brentwood,California,West,Office Supplies,Paper,8.56,0.0,3.852
Standard Class,Corporate,Brentwood,California,West,Office Supplies,Binders,13.92,0.2,4.872
Standard Class,Corporate,Brentwood,California,West,Office Supplies,Appliances,2518.29,0.0,654.7554
Standard Class,Corporate,Brentwood,California,West,Office Supplies,Storage,540.57,0.0,140.5482
Standard Class,Corporate,Brentwood,California,West,Office Supplies,Binders,221.05599999999998,0.2,77.3696
First Class,Corporate,San Diego,California,West,Furniture,Chairs,81.42399999999999,0.2,-9.1602
First Class,Corporate,San Diego,California,West,Office Supplies,Storage,134.8,0.0,35.048
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,39.582,0.8,-59.373000000000005
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,44.688,0.2,5.0274
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Art,31.744,0.2,2.3808
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,40.98,0.8,-65.568
Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,3.168,0.8,-5.0688
Standard Class,Consumer,El Paso,Texas,Central,Office Supplies,Fasteners,18.84,0.2,-3.5325
Standard Class,Consumer,El Paso,Texas,Central,Furniture,Chairs,362.25,0.3,0.0
Standard Class,Consumer,El Paso,Texas,Central,Furniture,Furnishings,63.552,0.6,-34.9536
Standard Class,Consumer,El Paso,Texas,Central,Office Supplies,Storage,129.55200000000002,0.2,-22.6716
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,5.984,0.2,2.244
Standard Class,Consumer,New York City,New York,East,Technology,Phones,861.76,0.0,249.9104
Standard Class,Corporate,Revere,Massachusetts,East,Office Supplies,Storage,66.96,0.0,2.6784
Standard Class,Corporate,Revere,Massachusetts,East,Office Supplies,Binders,6.24,0.0,3.0576
Standard Class,Corporate,Chico,California,West,Furniture,Chairs,435.168,0.2,-59.8356
Standard Class,Corporate,Chico,California,West,Office Supplies,Fasteners,14.9,0.0,6.854
Standard Class,Corporate,Chico,California,West,Office Supplies,Appliances,15.8,0.0,4.1080000000000005
Standard Class,Corporate,Chico,California,West,Furniture,Furnishings,72.9,0.0,26.973000000000003
Standard Class,Corporate,Chico,California,West,Furniture,Tables,206.352,0.2,5.1588
Standard Class,Corporate,Chico,California,West,Technology,Phones,7.992000000000001,0.2,2.6973
Second Class,Corporate,Miramar,Florida,South,Office Supplies,Storage,81.36,0.2,-19.323
Second Class,Corporate,Miramar,Florida,South,Office Supplies,Binders,20.232,0.7,-16.1856
Second Class,Corporate,Miramar,Florida,South,Office Supplies,Appliances,389.056,0.2,48.632
Second Class,Corporate,Miramar,Florida,South,Office Supplies,Paper,20.736,0.2,7.2576
Second Class,Corporate,Miramar,Florida,South,Office Supplies,Paper,41.472,0.2,14.5152
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,33.36,0.0,16.68
First Class,Corporate,Denver,Colorado,West,Furniture,Bookcases,90.882,0.7,-190.8522
First Class,Corporate,Denver,Colorado,West,Technology,Phones,15.992,0.2,-2.9985
First Class,Corporate,Denver,Colorado,West,Furniture,Chairs,120.78399999999999,0.2,13.5882
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,519.7919999999999,0.4,-112.6216
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,31.176,0.2,-5.4558
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,10.368,0.2,3.6288
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.7239999999999998,0.7,-1.9068
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,254.352,0.2,0.0
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.762,0.7,-2.7588
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,10.272,0.2,3.21
Standard Class,Consumer,Jackson,Mississippi,South,Technology,Phones,659.97,0.0,197.99099999999999
Standard Class,Consumer,Jackson,Mississippi,South,Technology,Phones,113.73,0.0,32.9817
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,5.104,0.2,1.6588
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,16.448,0.2,5.5512
First Class,Consumer,Clifton,New Jersey,East,Office Supplies,Appliances,81.92,0.0,22.1184
First Class,Consumer,Clifton,New Jersey,East,Furniture,Furnishings,254.9,0.0,76.47
Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Fasteners,15.12,0.2,4.914
Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Art,7.872000000000001,0.2,0.8856
First Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,8.32,0.2,2.8080000000000003
Second Class,Consumer,Long Beach,New York,East,Technology,Phones,89.95,0.0,43.176
Standard Class,Home Office,Sheboygan,Wisconsin,Central,Office Supplies,Labels,25.2,0.0,11.592
Standard Class,Home Office,Sheboygan,Wisconsin,Central,Office Supplies,Labels,37.59,0.0,17.6673
Standard Class,Home Office,Sheboygan,Wisconsin,Central,Office Supplies,Storage,14.97,0.0,4.1916
Standard Class,Home Office,Sheboygan,Wisconsin,Central,Technology,Accessories,1.98,0.0,0.8909999999999999
First Class,Consumer,Boca Raton,Florida,South,Office Supplies,Binders,39.936,0.7,-26.624000000000002
First Class,Consumer,Boca Raton,Florida,South,Technology,Accessories,18.464000000000002,0.2,2.3080000000000003
Second Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,4.896,0.7,-3.4272
Second Class,Consumer,Aurora,Colorado,West,Furniture,Bookcases,145.764,0.7,-247.7988
Second Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,9.612,0.7,-7.3692
First Class,Home Office,San Diego,California,West,Technology,Accessories,199.75,0.0,87.89
First Class,Home Office,San Diego,California,West,Furniture,Tables,1673.184,0.2,20.9148
First Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,12.18,0.0,3.8976
First Class,Corporate,Seattle,Washington,West,Office Supplies,Appliances,57.68,0.0,19.0344
Standard Class,Consumer,Dubuque,Iowa,Central,Technology,Phones,263.96,0.0,76.5484
First Class,Consumer,Los Angeles,California,West,Technology,Accessories,299.94,0.0,128.9742
First Class,Consumer,Los Angeles,California,West,Office Supplies,Supplies,25.76,0.0,0.5152
First Class,Consumer,Lowell,Massachusetts,East,Technology,Phones,271.9,0.0,78.851
First Class,Consumer,Lowell,Massachusetts,East,Furniture,Furnishings,45.84,0.0,15.5856
First Class,Consumer,Lowell,Massachusetts,East,Furniture,Furnishings,9.82,0.0,3.2406
Standard Class,Consumer,Marysville,Washington,West,Office Supplies,Fasteners,93.36,0.0,0.9336
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Storage,541.24,0.0,5.4124
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,106.32,0.0,49.9704
Standard Class,Consumer,Oklahoma City,Oklahoma,Central,Furniture,Chairs,1323.9,0.0,383.931
Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,126.624,0.2,41.1528
First Class,Consumer,Aurora,Colorado,West,Technology,Phones,125.944,0.2,15.743
Same Day,Consumer,New York City,New York,East,Office Supplies,Binders,663.92,0.2,207.475
Same Day,Consumer,New York City,New York,East,Technology,Accessories,120.0,0.0,13.2
Same Day,Consumer,New York City,New York,East,Office Supplies,Fasteners,3.29,0.0,1.4805
Same Day,Consumer,New York City,New York,East,Furniture,Furnishings,18.84,0.0,6.0288
First Class,Home Office,Lancaster,Ohio,East,Furniture,Furnishings,60.672,0.2,12.8928
First Class,Home Office,Lancaster,Ohio,East,Office Supplies,Art,30.816,0.2,2.6964
Second Class,Corporate,Modesto,California,West,Technology,Phones,52.792,0.2,4.6193
First Class,Consumer,Saint Louis,Missouri,Central,Office Supplies,Appliances,83.9,0.0,20.975
First Class,Consumer,Saint Louis,Missouri,Central,Office Supplies,Paper,11.76,0.0,5.7624
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Appliances,4.992,0.8,-12.9792
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,87.92,0.2,29.673000000000002
Standard Class,Corporate,Dallas,Texas,Central,Furniture,Chairs,657.93,0.3,-93.99
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,1.044,0.8,-1.827
Second Class,Corporate,New York City,New York,East,Furniture,Furnishings,210.68,0.0,50.5632
Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,78.8,0.0,1.5759999999999998
Second Class,Corporate,New York City,New York,East,Technology,Accessories,19.99,0.0,6.7966
Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,772.68,0.0,108.1752
Standard Class,Consumer,San Antonio,Texas,Central,Technology,Accessories,106.08,0.2,-9.282
Standard Class,Consumer,Amarillo,Texas,Central,Furniture,Furnishings,23.076,0.6,-10.9611
Standard Class,Consumer,Amarillo,Texas,Central,Office Supplies,Paper,25.92,0.2,9.072000000000001
First Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,0.9840000000000001,0.8,-1.476
First Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,75.384,0.6,-20.7306
First Class,Consumer,Houston,Texas,Central,Office Supplies,Labels,4.6080000000000005,0.2,1.6704
First Class,Consumer,Lawrence,Massachusetts,East,Office Supplies,Binders,37.68,0.0,16.956
Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,41.91,0.0,10.8966
Second Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,435.999,0.15,5.1294
Second Class,Corporate,Seattle,Washington,West,Furniture,Chairs,388.704,0.2,38.8704
Second Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,572.58,0.0,34.3548
Second Class,Corporate,Seattle,Washington,West,Technology,Accessories,33.18,0.0,11.613
Standard Class,Home Office,Cambridge,Massachusetts,East,Technology,Accessories,63.88,0.0,24.9132
Standard Class,Home Office,Cambridge,Massachusetts,East,Furniture,Furnishings,26.72,0.0,11.7568
Second Class,Consumer,Salt Lake City,Utah,West,Office Supplies,Binders,295.056,0.2,106.9578
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,393.25,0.0,129.7725
Second Class,Consumer,Cuyahoga Falls,Ohio,East,Office Supplies,Binders,2.214,0.7,-1.476
Second Class,Consumer,Wilmington,North Carolina,South,Office Supplies,Paper,16.272000000000002,0.2,5.2884
Standard Class,Corporate,New York City,New York,East,Office Supplies,Appliances,706.86,0.0,197.9208
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.97,0.7,-4.577
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,21.184,0.2,4.7664
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,41.376000000000005,0.2,3.1032
Second Class,Corporate,New York City,New York,East,Office Supplies,Art,17.94,0.0,4.485
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.655,0.7,-1.8585
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,892.35,0.0,267.705
Standard Class,Consumer,Los Angeles,California,West,Furniture,Bookcases,307.666,0.15,28.9568
